A,B,C,D,E,F,G,J,K,price
86.1,A,H,10,7564.5,6888.0,702.33,51,446,373674
89.78999999999999,A,E,5,7650.6,6888.0,708.48,47,949,373674
86.1,D,F,4,7982.700000000001,7257.0,683.88,-9,1691,373797
94.71000000000001,D,D,5,7638.3,7134.0,718.3199999999999,140,746,373920
113.16000000000001,B,I,3,7564.5,7257.0,771.2099999999999,-72,291,373920
89.78999999999999,A,G,4,7601.4,7011.0,710.94,-24,695,374043
87.33,A,F,4,7712.1,7011.0,696.1800000000001,158,1217,374043
87.33,A,F,4,7589.1,6765.0,704.7900000000001,-42,528,374043
99.63000000000001,C,I,4,7306.2,6888.0,734.31,-5,294,374166
87.33,A,G,9,7687.5,7011.0,704.7900000000001,95,1468,374166
88.56,D,G,9,7429.2,7134.0,709.7099999999999,7,1615,374289
99.63000000000001,B,F,5,7613.7,7257.0,734.31,-34,812,374289
99.63000000000001,A,I,5,7539.9,6888.0,771.2099999999999,2,162,374289
94.71000000000001,D,F,5,7330.8,7380.0,731.85,117,577,374412
95.94,D,F,5,7675.2,7134.0,717.09,78,1199,374535
87.33,D,D,10,7724.4,6888.0,697.41,87,1454,374535
88.56,B,D,10,7404.6,7380.0,708.48,1,704,374535
92.25,A,E,5,7478.4,6888.0,726.9300000000001,-28,1631,374535
92.25,D,D,5,7343.1,7626.0,724.4699999999999,-2,747,374658
86.1,C,G,9,7515.3,7503.0,697.41,-40,1340,374658
97.17,D,F,5,7564.5,7134.0,730.62,96,550,374781
89.78999999999999,D,D,4,8118.0,6642.0,683.88,22,1749,374781
111.93,B,G,3,7724.4,7257.0,755.2199999999999,-34,744,374781
114.39,A,I,3,7662.9,7011.0,765.06,47,485,374781
100.86,D,F,5,7859.7,6998.7,719.55,60,982,374904
92.25,D,D,5,7601.4,7011.0,710.94,149,1799,374904
88.56,A,G,5,7601.4,6888.0,701.1,-73,142,374904
88.56,C,E,4,7121.7,7380.0,734.31,-61,904,374904
88.56,D,E,4,7761.3,6888.0,701.1,-46,1578,374904
110.7,A,J,4,7699.8,6765.0,753.99,104,575,374904
88.56,B,D,5,7441.5,7011.0,724.4699999999999,-58,569,374904
88.56,B,D,5,7699.8,6642.0,710.94,-86,392,374904
92.25,A,E,5,7552.2,6765.0,713.4,-7,710,375027
102.08999999999999,A,E,3,7613.7,6519.0,747.84,-48,1082,375027
76.26,D,D,9,7146.3,7749.0,687.5699999999999,102,84,375150
98.4,D,E,5,7761.3,6888.0,729.39,25,1380,375150
93.48,A,H,5,7539.9,6765.0,722.01,20,1572,375150
100.86,C,E,3,7601.4,6888.0,731.85,161,362,375150
99.63000000000001,A,E,3,7638.3,7011.0,734.31,22,1097,375150
81.18,D,G,19,7441.5,7257.0,699.87,154,332,375273
86.1,D,D,10,7687.5,6765.0,694.95,51,901,375396
94.71000000000001,A,F,10,7527.6,7011.0,729.39,62,1773,375396
86.1,D,G,9,7404.6,7503.0,696.1800000000001,-13,1349,375396
126.69,D,G,5,8130.299999999999,6888.0,769.98,137,1304,375396
86.1,D,D,10,7699.8,7134.0,697.41,42,1614,375519
86.1,D,F,4,7724.4,7257.0,694.95,62,381,375519
87.33,A,E,10,7490.7,6888.0,709.7099999999999,-6,820,375519
95.94,A,E,3,7503.0,6888.0,728.16,0,850,375519
92.25,A,E,5,7539.9,7011.0,718.3199999999999,97,1333,375519
97.17,D,E,5,7773.6,6888.0,726.9300000000001,45,932,375519
97.17,B,G,4,7662.9,6888.0,730.62,-54,1237,375519
97.17,B,G,4,7539.9,7257.0,734.31,-51,1459,375519
97.17,A,E,5,7638.3,6642.0,733.08,-59,836,375519
86.1,D,D,4,7736.7,7380.0,691.26,86,864,375642
124.23,B,I,3,7613.7,7134.0,793.35,91,1760,375642
124.23,D,I,3,8130.299999999999,7134.0,763.83,28,1765,375642
124.23,D,I,3,8376.3,7257.0,755.2199999999999,-26,1831,375642
79.95,D,D,9,7367.7,7134.0,692.49,128,1574,375888
95.94,A,G,5,7589.1,6888.0,725.7,-68,806,375888
110.7,D,I,3,7564.5,7503.0,753.99,115,119,376011
113.16000000000001,D,D,3,7404.6,7503.0,771.2099999999999,128,585,376011
70.11,A,F,22,7515.3,6765.0,659.2800000000001,161,1003,376011
93.48,C,F,4,7367.7,7503.0,724.4699999999999,47,882,376011
110.7,C,I,3,7466.1,7134.0,758.91,-48,785,376011
100.86,D,H,5,7982.700000000001,7134.0,715.86,37,1213,376011
111.93,C,F,3,7859.7,6888.0,751.5300000000001,71,899,376134
111.93,B,J,10,7576.8,7134.0,772.44,-58,389,376134
88.56,D,F,4,7638.3,7257.0,699.87,149,1758,376257
87.33,D,E,4,7601.4,6888.0,706.02,43,938,376257
126.69,D,G,41,7675.2,7011.0,788.4300000000001,-80,280,376380
110.7,C,G,3,7822.8,7011.0,750.3,81,511,376380
91.02,D,H,22,7675.2,7011.0,708.48,66,475,376503
86.1,D,E,4,7515.3,6765.0,703.56,-26,460,376503
111.93,C,I,3,7121.7,7380.0,794.58,99,893,376503
87.33,D,G,22,7724.4,7011.0,697.41,-67,1055,376626
86.1,B,F,9,7220.1,7380.0,713.4,17,248,376626
88.56,A,D,5,7564.5,6949.5,708.48,-35,1559,376626
110.7,D,F,3,8081.1,7749.0,739.23,-84,1419,376626
87.33,B,E,10,7626.0,7503.0,702.33,-31,1780,376626
114.39,B,J,4,7416.9,7134.0,783.51,-62,1014,376626
86.1,D,E,4,7650.6,7011.0,692.49,-82,325,376749
86.1,D,E,4,7687.5,6888.0,693.7199999999999,58,1102,376749
86.1,C,E,4,7306.2,7503.0,712.17,40,1738,376749
93.48,B,E,10,7589.1,7626.0,719.55,-86,1478,376872
86.1,A,F,10,7552.2,6888.0,703.56,81,1567,376872
86.1,A,F,10,7576.8,6765.0,703.56,98,121,376872
98.4,A,F,3,7552.2,6888.0,736.77,113,652,376872
88.56,D,E,10,7749.0,7134.0,699.87,66,746,376995
86.1,A,G,4,7564.5,6888.0,701.1,55,1063,376995
79.95,A,H,19,7564.5,6765.0,688.8,160,504,376995
104.55,D,D,3,7552.2,7380.0,744.15,127,1661,377118
94.71000000000001,A,I,4,7552.2,6888.0,725.7,50,1361,377118
87.33,A,F,4,7626.0,7011.0,701.1,82,1142,377118
87.33,A,F,4,7638.3,7011.0,704.7900000000001,139,1694,377118
98.4,A,F,3,7687.5,6888.0,730.62,79,1836,377118
89.78999999999999,D,E,10,7761.3,6765.0,709.7099999999999,-29,1090,377118
110.7,C,G,3,7835.1,7626.0,739.23,70,936,377241
86.1,A,E,10,7699.8,6888.0,694.95,-46,337,377364
98.4,D,G,5,7736.7,6888.0,723.24,133,1135,377610
98.4,D,E,3,7699.8,7257.0,718.3199999999999,159,1723,377610
113.16000000000001,C,J,3,7257.0,7749.0,774.9,86,132,377610
98.4,D,G,5,7638.3,6888.0,739.23,55,927,377733
100.86,A,I,4,7576.8,6888.0,744.15,-84,365,377733
87.33,C,G,22,7712.1,7503.0,693.7199999999999,49,650,377856
86.1,D,G,22,7761.3,6888.0,693.7199999999999,67,791,377979
97.17,D,F,5,7195.5,7503.0,741.69,8,481,377979
86.1,A,G,22,7576.8,6765.0,703.56,122,1524,377979
92.25,A,G,10,7576.8,6765.0,720.7800000000001,2,1851,377979
87.33,A,E,10,7650.6,7011.0,699.87,86,158,377979
76.26,B,E,22,7613.7,7257.0,691.26,-75,1492,377979
86.1,C,D,10,7134.0,7995.0,714.63,102,1271,377979
95.94,D,G,10,7589.1,7134.0,722.01,14,1321,378102
110.7,D,I,9,8241.0,6888.0,726.9300000000001,98,654,378102
94.71000000000001,A,H,4,7552.2,6765.0,724.4699999999999,32,96,378102
110.7,C,G,5,7835.1,6888.0,750.3,24,164,378102
88.56,D,D,10,7601.4,7134.0,704.7900000000001,-5,324,378225
88.56,D,D,10,7699.8,7257.0,699.87,28,1056,378225
87.33,D,F,3,7552.2,6888.0,702.33,-52,645,378225
86.1,D,D,5,7675.2,7011.0,693.7199999999999,53,602,378225
88.56,A,H,22,7650.6,7011.0,703.56,142,1459,378225
93.48,A,I,10,7589.1,6888.0,722.01,-22,1506,378225
93.48,A,D,5,7724.4,7011.0,714.63,55,635,378225
97.17,A,E,5,7736.7,6765.0,729.39,10,1771,378225
97.17,D,E,5,7429.2,7257.0,734.31,-23,533,378471
97.17,D,E,5,7835.1,7134.0,712.17,88,578,378471
89.78999999999999,A,E,10,7712.1,6888.0,707.25,156,794,378471
87.33,D,D,10,7958.1,7134.0,690.0300000000001,109,1692,378471
87.33,B,D,10,7416.9,7626.0,708.48,130,1150,378471
92.25,C,D,5,7822.8,7134.0,694.95,-76,1760,378594
88.56,B,E,10,7687.5,7257.0,701.1,-38,319,378594
102.08999999999999,B,D,3,7712.1,6888.0,739.23,115,81,378594
93.48,A,E,10,7539.9,6888.0,712.17,146,1318,378717
115.61999999999999,C,I,3,7847.4,7380.0,763.83,43,542,378717
111.93,D,D,3,7687.5,8118.0,747.84,-9,445,378717
123.0,D,E,41,7662.9,7134.0,778.59,97,906,378840
123.0,A,H,41,7539.9,7011.0,788.4300000000001,33,1320,378840
123.0,D,J,4,8191.799999999999,7011.0,746.61,85,924,378840
123.0,B,H,3,7306.2,7380.0,798.27,141,1329,378840
123.0,B,H,3,7724.4,7380.0,794.58,-69,1087,378840
100.86,B,F,5,7515.3,7380.0,740.4599999999999,-66,1215,378840
87.33,A,H,10,7601.4,6765.0,707.25,-19,1812,378840
97.17,D,D,3,7773.6,7011.0,714.63,145,498,378963
97.17,A,F,5,7626.0,6765.0,729.39,-39,1843,378963
87.33,A,E,4,7650.6,7011.0,706.02,96,222,378963
73.8,A,E,22,7687.5,6605.1,658.05,100,473,379086
73.8,A,E,22,7626.0,6605.1,664.2,-1,1751,379086
86.1,C,D,10,7097.1,7380.0,717.09,-72,348,379086
111.93,D,J,4,7810.5,6765.0,765.06,17,1048,379086
87.33,B,F,4,7207.8,7626.0,723.24,-24,88,379086
98.4,A,F,5,7503.0,6888.0,744.15,-55,311,379086
98.4,B,F,5,7392.3,7134.0,746.61,43,183,379086
98.4,B,D,3,7515.3,7134.0,730.62,161,288,379086
113.16000000000001,B,F,3,7638.3,7380.0,763.83,29,1250,379209
124.23,B,H,3,7306.2,7626.0,795.81,53,824,379209
87.33,D,D,10,7601.4,6765.0,703.56,-88,1479,379332
88.56,D,E,3,7503.0,7257.0,704.7900000000001,36,582,379332
104.55,A,G,5,7626.0,6642.0,747.84,41,475,379332
110.7,C,E,3,7884.299999999999,7011.0,749.0699999999999,-26,1533,379332
110.7,D,E,3,7798.2,7626.0,740.4599999999999,46,240,379332
110.7,B,E,3,7466.1,7503.0,765.06,28,1703,379332
110.7,B,E,3,7318.5,7503.0,774.9,-60,939,379332
110.7,D,E,3,7933.5,6765.0,752.76,96,1232,379332
110.7,D,E,3,8093.4,7134.0,740.4599999999999,-85,1689,379332
99.63000000000001,A,H,10,7576.8,6888.0,741.69,126,344,379332
110.7,D,E,3,7761.3,6642.0,762.6,-81,501,379332
125.46000000000001,D,I,3,7933.5,6888.0,772.44,108,495,379332
88.56,A,F,4,7675.2,6888.0,708.48,-6,1560,379332
92.25,D,D,5,7859.7,6888.0,704.7900000000001,88,138,379455
103.32,B,E,3,7281.6,7257.0,761.37,63,384,379578
92.25,A,E,4,7601.4,6765.0,719.55,114,1585,379578
86.1,C,D,10,7773.6,7380.0,683.88,5,1305,379701
111.93,D,H,5,7749.0,7011.0,750.3,-71,150,379701
86.1,C,D,10,7884.299999999999,7257.0,675.27,120,150,379701
93.48,A,E,5,7675.2,7011.0,717.09,89,1287,379701
91.02,A,D,10,7613.7,6888.0,718.3199999999999,-17,1790,379701
97.17,B,F,10,7466.1,7380.0,731.85,-61,1343,379947
89.78999999999999,A,G,5,7552.2,7011.0,706.02,-22,1555,379947
89.78999999999999,A,G,5,7490.7,7011.0,714.63,74,237,379947
89.78999999999999,A,G,5,7453.8,7011.0,718.3199999999999,87,603,379947
89.78999999999999,A,G,5,7613.7,6765.0,708.48,30,222,379947
89.78999999999999,A,G,5,7527.6,7011.0,712.17,122,1486,379947
87.33,A,D,4,7687.5,7011.0,702.33,-88,740,380070
71.33999999999999,A,F,22,7589.1,6765.0,659.2800000000001,-69,862,380070
88.56,A,E,10,7478.4,7011.0,712.17,-4,798,380193
98.4,B,E,5,7736.7,7380.0,724.4699999999999,-66,772,380193
120.53999999999999,D,H,3,7798.2,7011.0,788.4300000000001,-68,489,380193
86.1,D,D,10,7466.1,7134.0,701.1,-65,1095,380316
86.1,A,D,10,7662.9,6765.0,697.41,-6,599,380316
86.1,A,E,10,7626.0,7011.0,698.64,70,1519,380439
86.1,A,D,4,7613.7,7011.0,699.87,93,1568,380439
88.56,A,E,9,7638.3,7011.0,708.48,117,505,380439
87.33,A,G,9,7687.5,7011.0,701.1,151,1200,380685
110.7,B,H,5,7675.2,6888.0,753.99,125,830,380685
87.33,D,D,10,7761.3,7257.0,693.7199999999999,-19,1406,380808
87.33,D,D,10,7749.0,7134.0,694.95,-36,115,380808
94.71000000000001,C,H,22,7761.3,7011.0,717.09,10,997,380808
99.63000000000001,A,I,5,7539.9,6888.0,766.2900000000001,62,661,380931
63.96,A,E,22,7601.4,6765.0,638.37,136,1667,380931
158.67000000000002,C,I,41,7896.6,6642.0,852.39,-80,1293,381054
88.56,A,D,10,7601.4,7011.0,708.48,140,1781,381177
114.39,A,I,3,7662.9,7011.0,762.6,-69,216,381423
91.02,A,F,9,7564.5,6642.0,718.3199999999999,101,1029,381423
88.56,D,D,5,7441.5,7011.0,719.55,-46,1326,381546
110.7,D,J,4,7699.8,6765.0,751.5300000000001,128,1461,381546
88.56,A,G,4,7539.9,6888.0,709.7099999999999,136,972,381546
110.7,A,J,5,7699.8,6642.0,757.6800000000001,144,680,381546
102.08999999999999,A,E,3,7613.7,6519.0,742.92,22,562,381669
81.18,A,D,9,7576.8,7011.0,685.11,-57,1649,381669
87.33,A,E,10,7650.6,6888.0,701.1,2,400,381669
95.94,B,D,5,7601.4,7257.0,729.39,-21,1348,381669
99.63000000000001,D,H,4,7822.8,7011.0,722.01,1,377,381792
87.33,D,F,22,7785.9,7134.0,697.41,36,1508,381792
110.7,D,G,3,6875.7,7626.0,781.05,117,1505,381792
110.7,D,G,3,7958.1,7134.0,730.62,-18,1590,381792
110.7,A,I,3,7724.4,6765.0,761.37,-10,94,381792
86.1,B,F,9,7699.8,7257.0,696.1800000000001,-51,1794,381915
95.94,A,I,4,7613.7,6888.0,726.9300000000001,99,1649,381915
95.94,A,I,4,7466.1,6888.0,734.31,137,1270,381915
110.7,D,H,3,7318.5,7749.0,776.13,159,974,381915
110.7,B,H,3,7675.2,7503.0,751.5300000000001,-29,1114,381915
110.7,D,H,3,7515.3,7749.0,761.37,100,336,381915
186.96,C,E,41,7047.9,7134.0,926.19,-68,786,381915
186.96,C,E,41,7047.9,7134.0,926.19,1,570,381915
110.7,A,J,10,7355.4,6888.0,771.2099999999999,79,646,381915
110.7,D,H,3,8068.799999999999,7134.0,744.15,77,1390,381915
92.25,B,D,5,7244.7,7380.0,736.77,-62,388,381915
86.1,B,G,22,7527.6,6888.0,707.25,108,214,381915
110.7,D,H,3,7798.2,7380.0,747.84,160,239,381915
110.7,B,H,3,7330.8,7257.0,784.74,27,311,381915
110.7,C,H,3,7884.299999999999,7134.0,744.15,40,1794,381915
88.56,B,F,9,7576.8,7257.0,710.94,100,652,381915
86.1,D,E,4,7798.2,6888.0,688.8,121,947,382161
86.1,A,E,4,7650.6,7134.0,691.26,105,821,382161
86.1,C,D,4,7429.2,7749.0,704.7900000000001,-12,137,382161
39.36,A,I,9,7564.5,6888.0,541.2,24,681,69003
39.36,A,H,4,7539.9,6765.0,542.4300000000001,149,1549,69003
39.36,B,G,10,7503.0,7257.0,543.66,88,1849,69003
39.36,B,H,4,7539.9,7380.0,532.59,145,328,69003
39.36,B,G,10,7662.9,7380.0,537.51,-64,1818,69003
39.36,A,I,9,7699.8,6642.0,537.51,51,904,69003
39.36,D,E,5,7576.8,6888.0,539.9699999999999,-15,482,69003
39.36,A,G,10,7601.4,7011.0,538.74,107,1854,69003
39.36,D,G,10,7675.2,7257.0,532.59,-49,393,69003
39.36,C,E,5,7761.3,6888.0,536.2800000000001,42,85,69003
39.36,B,G,10,7699.8,7257.0,532.59,96,411,69003
39.36,D,H,4,7441.5,7257.0,542.4300000000001,70,679,69003
39.36,D,E,5,7650.6,7011.0,538.74,13,1420,69003
39.36,A,G,10,7416.9,7011.0,544.89,-20,1654,69003
39.36,D,E,10,7441.5,7134.0,541.2,4,1679,69003
39.36,D,H,4,7736.7,6642.0,537.51,-18,1248,69003
39.36,B,E,5,7404.6,7380.0,539.9699999999999,91,965,69003
39.36,B,G,10,7638.3,7380.0,533.8199999999999,94,1627,69003
39.36,B,I,9,7613.7,7257.0,535.05,-69,1561,69003
39.36,B,H,4,7675.2,7134.0,535.05,155,568,69003
39.36,B,G,10,7564.5,7134.0,535.05,44,1460,69003
39.36,A,E,5,7613.7,6888.0,539.9699999999999,24,496,69003
39.36,B,G,10,7564.5,7380.0,541.2,41,228,69003
39.36,B,E,5,7613.7,7257.0,536.2800000000001,33,1009,69003
93.48,B,E,10,7749.0,7257.0,712.17,-35,120,382161
110.7,C,I,10,7675.2,7995.0,752.76,19,245,382161
110.7,D,G,3,7785.9,7257.0,752.76,138,1761,382161
93.48,B,E,10,7416.9,7380.0,734.31,69,1295,382161
99.63000000000001,B,H,4,7589.1,7134.0,735.5400000000001,-44,202,382161
94.71000000000001,A,F,5,7564.5,6888.0,724.4699999999999,90,370,382284
91.02,B,E,10,7675.2,7257.0,709.7099999999999,138,94,382284
86.1,D,E,4,7626.0,7380.0,690.0300000000001,-80,1107,382407
99.63000000000001,A,E,5,7675.2,7011.0,728.16,-42,1181,382407
124.23,C,H,41,7773.6,7134.0,778.59,93,1244,382530
93.48,D,E,10,7503.0,7134.0,723.24,149,1293,382653
124.23,C,H,3,7884.299999999999,6888.0,783.51,114,1344,382653
98.4,A,H,4,7761.3,7134.0,724.4699999999999,12,1573,382653
83.64,D,F,9,7047.9,7380.0,717.09,100,1554,382776
111.93,D,J,10,7576.8,7134.0,766.2900000000001,148,940,382776
97.17,B,D,5,7552.2,7257.0,724.4699999999999,-52,612,382776
87.33,D,E,4,7355.4,7134.0,710.94,-56,105,382776
87.33,D,H,19,7749.0,7011.0,692.49,123,843,382776
95.94,D,G,10,7699.8,7134.0,714.63,-11,1336,382899
100.86,A,I,4,7539.9,7011.0,740.4599999999999,31,139,382899
110.7,C,H,3,7429.2,7503.0,755.2199999999999,56,708,383022
110.7,D,G,3,7392.3,7380.0,765.06,26,1536,383022
94.71000000000001,A,G,10,7638.3,6888.0,719.55,13,552,383022
110.7,C,H,3,7908.9,7134.0,734.31,-37,749,383022
114.39,A,G,3,7503.0,6642.0,781.05,47,840,383022
105.78,D,H,5,7847.4,6888.0,740.4599999999999,-39,1612,383145
86.1,C,E,10,7416.9,7380.0,699.87,109,1358,383145
110.7,C,H,3,7908.9,7380.0,738.0,155,1002,383145
98.4,C,F,4,7785.9,6765.0,722.01,-79,816,383268
110.7,C,F,3,7785.9,7011.0,747.84,-8,391,383268
87.33,A,F,10,7527.6,6888.0,709.7099999999999,133,229,383268
113.16000000000001,D,F,5,7982.700000000001,7134.0,750.3,107,1069,383391
132.84,B,H,41,7589.1,7257.0,804.42,11,779,383514
104.55,A,G,5,7429.2,6888.0,769.98,-90,780,383514
102.08999999999999,D,F,5,7761.3,7134.0,735.5400000000001,105,1532,383514
142.67999999999998,D,H,3,8388.6,6765.0,795.81,-18,1138,383514
107.01,A,H,10,7589.1,7011.0,755.2199999999999,132,1364,383514
110.7,D,J,10,7613.7,7257.0,755.2199999999999,-38,218,383637
86.1,A,F,5,7527.6,6765.0,706.02,75,964,383637
125.46000000000001,B,J,3,7662.9,7134.0,789.66,-16,1329,383637
111.93,D,E,3,7933.5,7380.0,742.92,-55,1589,383637
92.25,A,E,10,7626.0,6888.0,715.86,132,1408,383760
110.7,D,I,5,7773.6,6888.0,756.45,82,799,383760
94.71000000000001,A,G,4,7675.2,6642.0,729.39,8,801,383883
93.48,C,G,4,7416.9,7466.1,720.7800000000001,99,114,383883
110.7,B,I,5,7601.4,7134.0,769.98,65,591,383883
110.7,B,I,5,7638.3,7257.0,761.37,102,206,383883
105.78,A,I,10,7638.3,7011.0,750.3,-63,1040,383883
87.33,D,E,5,7380.0,6888.0,719.55,154,1355,384006
88.56,A,H,10,7589.1,6888.0,706.02,-77,635,384006
88.56,A,H,10,7392.3,6888.0,719.55,45,361,384006
113.16000000000001,C,I,5,7060.2,7995.0,789.66,-84,406,384006
110.7,D,G,3,7896.6,6888.0,742.92,42,1693,384129
86.1,A,G,22,7662.9,7011.0,690.0300000000001,26,1396,384129
87.33,A,F,10,7601.4,6912.6,701.1,105,730,384129
87.33,A,G,4,7490.7,6961.8,707.25,123,969,384129
87.33,A,G,4,7601.4,6900.3,703.56,14,1245,384129
100.86,A,G,5,7466.1,7011.0,746.61,-83,1745,384129
94.71000000000001,D,G,10,7724.4,7257.0,714.63,80,766,384252
88.56,A,H,22,7552.2,6888.0,712.17,114,1071,384252
102.08999999999999,A,E,3,7539.9,7011.0,740.4599999999999,57,1087,384375
115.61999999999999,C,D,3,7121.7,7503.0,797.0400000000001,87,856,384375
110.7,C,H,5,7441.5,7872.0,760.14,23,1822,384375
63.96,A,E,22,7601.4,6765.0,639.6,64,1260,384375
114.39,B,J,10,7515.3,7257.0,779.8199999999999,40,966,384375
70.11,D,D,22,7724.4,6888.0,648.2099999999999,155,1401,384498
88.56,A,G,9,7527.6,7011.0,703.56,-43,1565,384498
70.11,A,D,22,7576.8,6888.0,655.59,148,162,384498
138.98999999999998,C,G,41,7798.2,7134.0,809.34,-45,1279,384621
86.1,D,G,4,7576.8,7011.0,699.87,40,102,384621
89.78999999999999,A,G,9,7650.6,6765.0,709.7099999999999,-31,768,384621
89.78999999999999,A,G,9,7613.7,6888.0,714.63,70,1456,384621
89.78999999999999,B,E,10,7613.7,7011.0,712.17,31,1620,384621
87.33,A,E,5,7515.3,7011.0,707.25,-64,612,384744
92.25,D,F,4,7773.6,7011.0,710.94,-52,1011,384867
92.25,A,E,3,7699.8,6765.0,703.56,106,1293,384867
119.31,C,J,10,7908.9,7134.0,768.75,-39,1573,384867
91.02,A,I,9,7539.9,7011.0,715.86,129,421,384990
91.02,A,G,5,7453.8,6765.0,722.01,117,880,384990
91.02,A,G,5,7613.7,6765.0,713.4,127,321,384990
91.02,A,G,5,7539.9,7011.0,714.63,40,767,384990
86.1,D,D,10,7527.6,7380.0,704.7900000000001,102,1483,385113
87.33,D,D,10,7416.9,7626.0,699.87,-23,804,385113
100.86,A,E,3,7699.8,6765.0,730.62,134,732,385113
100.86,A,G,5,7601.4,6765.0,740.4599999999999,-54,782,385359
91.02,B,E,4,7380.0,7011.0,730.62,0,883,385359
115.61999999999999,C,I,3,7847.4,7380.0,755.2199999999999,78,1634,385482
87.33,A,D,10,7527.6,6888.0,708.48,-54,1395,385605
87.33,A,D,10,7429.2,7011.0,709.7099999999999,-55,446,385605
98.4,D,D,10,7761.3,7011.0,730.62,-13,1618,385605
123.0,D,E,3,8191.799999999999,7257.0,746.61,34,1578,385728
98.4,B,G,10,7330.8,7257.0,749.0699999999999,35,247,385728
92.25,A,E,10,7404.6,7011.0,729.39,114,1815,385728
87.33,A,D,4,7650.6,6765.0,706.02,74,1609,385728
123.0,D,E,3,8241.0,6519.0,761.37,113,73,385728
123.0,B,G,3,7687.5,7257.0,788.4300000000001,-13,315,385728
123.0,A,H,41,7539.9,7011.0,792.12,-33,573,385728
98.4,A,F,5,7503.0,6888.0,735.5400000000001,6,1000,385851
88.56,B,H,22,7552.2,7134.0,707.25,21,1533,385851
87.33,A,H,22,7515.3,6888.0,710.94,59,1423,385851
87.33,A,D,10,7662.9,6888.0,698.64,134,571,385851
124.23,D,G,5,7626.0,7749.0,779.8199999999999,-28,1068,385851
97.17,D,E,5,7785.9,6924.9,719.55,97,1253,385974
88.56,D,D,10,7761.3,7257.0,697.41,72,202,386097
110.7,D,E,3,7466.1,7503.0,757.6800000000001,-27,1779,386097
110.7,C,E,3,7884.299999999999,7011.0,746.61,-54,1176,386097
110.7,C,E,3,7798.2,7626.0,738.0,-15,113,386097
110.7,D,E,3,7318.5,7503.0,767.52,57,1855,386097
88.56,A,G,9,7675.2,7011.0,702.33,111,1412,386097
66.42,A,D,22,7552.2,7134.0,649.44,-6,727,386097
89.78999999999999,A,F,4,7515.3,7011.0,713.4,68,718,386220
89.78999999999999,A,D,5,7675.2,6519.0,715.86,-17,145,386220
125.46000000000001,B,H,41,7687.5,7380.0,785.9699999999999,50,1006,386343
125.46000000000001,D,E,41,7453.8,7749.0,794.58,-86,221,386343
110.7,B,J,5,7429.2,7257.0,771.2099999999999,141,784,386343
123.0,B,G,3,7269.3,7257.0,805.65,-3,1570,386466
86.1,A,E,10,7613.7,6888.0,699.87,40,928,386466
123.0,D,G,3,7945.799999999999,8241.0,768.75,-26,1496,386466
123.0,B,G,3,7564.5,6888.0,798.27,-59,1805,386466
123.0,D,G,3,8400.9,6642.0,763.83,103,1840,386466
83.64,D,G,19,7712.1,6888.0,683.88,36,1636,386589
102.08999999999999,A,E,3,7503.0,7011.0,745.38,-45,1668,386589
98.4,D,H,4,7712.1,6888.0,723.24,147,1411,386712
148.82999999999998,C,E,41,7035.6,7626.0,862.23,123,559,386712
86.1,D,E,4,7724.4,7011.0,694.95,98,349,386835
87.33,D,D,4,7146.3,7626.0,718.3199999999999,-66,1317,386835
103.32,D,D,3,7822.8,7011.0,731.85,46,1285,386835
110.7,B,I,4,7466.1,7134.0,774.9,58,162,386835
110.7,D,J,10,7810.5,6888.0,752.76,119,1861,386835
86.1,A,H,10,7527.6,7011.0,704.7900000000001,66,1854,386835
86.1,A,G,5,7576.8,6765.0,702.33,71,906,386835
110.7,D,G,5,8044.200000000001,7011.0,742.92,123,1101,386835
110.7,D,G,5,8044.200000000001,7257.0,742.92,47,406,386835
110.7,D,H,5,8216.4,6765.0,735.5400000000001,44,411,386835
91.02,B,G,22,7527.6,7257.0,718.3199999999999,127,1166,386835
88.56,A,E,10,7453.8,7011.0,719.55,87,536,386835
88.56,C,F,9,7539.9,7995.0,708.48,-87,1020,386835
87.33,D,F,10,7785.9,7011.0,694.95,-59,746,386958
87.33,A,H,19,7527.6,6888.0,706.02,86,1464,386958
113.16000000000001,D,J,10,7490.7,7626.0,769.98,-40,842,386958
98.4,D,E,5,7736.7,7380.0,722.01,-19,898,386958
99.63000000000001,A,F,5,7527.6,7011.0,738.0,10,271,386958
95.94,A,E,5,7638.3,7134.0,720.7800000000001,93,103,386958
89.78999999999999,C,E,4,7835.1,7257.0,697.41,61,468,386958
130.38,A,I,3,7724.4,6765.0,800.73,46,1656,386958
123.0,D,F,3,8056.5,6888.0,774.9,-52,1532,386958
94.71000000000001,A,G,4,7650.6,6888.0,725.7,-80,1500,387204
86.1,C,E,4,7527.6,7134.0,696.1800000000001,117,531,387204
86.1,C,E,4,7220.1,7380.0,712.17,54,1616,387204
125.46000000000001,A,I,10,7724.4,7011.0,793.35,56,1467,387204
111.93,C,G,3,7687.5,7380.0,744.15,139,992,387327
126.69,C,J,3,7884.299999999999,7626.0,783.51,94,1541,387327
126.69,D,J,3,7945.799999999999,7626.0,774.9,-88,948,387327
126.69,B,J,3,7650.6,7257.0,789.66,-66,319,387327
115.61999999999999,D,F,3,7662.9,7257.0,766.2900000000001,-33,639,387450
108.24,D,E,3,7269.3,7134.0,765.06,-34,1590,387450
92.25,A,E,10,7589.1,6888.0,720.7800000000001,-30,1628,387450
88.56,A,F,10,7539.9,6888.0,710.94,-20,971,387573
