area,rooms,floor,elev,parking,type,price
79,3,9,1,2,3,3163000
246,11,12,0,1,1,2605000
254,12,11,1,0,2,3449000
101,4,7,1,2,3,3260000
106,4,5,1,1,3,3229000
95,4,8,0,1,1,1149000
165,7,7,0,0,3,3526000
43,1,4,1,2,2,1480000
175,8,8,1,0,2,2731000
58,2,10,0,1,1,804000
103,4,5,0,1,1,1113000
131,6,3,1,0,3,3376000
127,5,5,0,2,3,3181000
257,12,3,0,1,3,4629000
138,6,2,0,2,3,3459000
78,3,11,0,0,1,908000
58,2,12,0,2,3,2582000
192,9,5,0,2,1,2174000
192,9,2,0,1,2,2790000
42,1,7,0,1,3,2303000
171,8,5,1,2,1,2205000
237,11,3,0,1,3,4360000
74,3,9,1,1,2,1759000
44,1,11,1,1,1,842000
214,10,10,1,0,1,2435000
212,10,12,0,1,2,2998000
244,11,8,0,2,3,4393000
230,11,11,1,0,2,3279000
142,6,9,1,2,2,2494000
57,2,12,0,0,2,1206000
216,10,7,0,0,2,2870000
175,8,7,1,1,2,2800000
175,8,5,0,0,1,1665000
105,4,10,1,2,3,3341000
223,10,8,0,0,2,2850000
243,11,6,1,0,1,2696000
150,7,11,1,0,3,3689000
224,10,4,0,1,1,2375000
228,10,9,1,2,2,3356000
53,2,1,1,0,2,1376000
165,7,7,1,2,3,3897000
186,8,5,0,0,3,3728000
194,9,6,0,2,1,2108000
155,7,3,0,2,3,3695000
260,12,12,0,1,3,4496000
131,6,7,0,0,3,3177000
182,8,12,1,1,3,4091000
254,12,7,1,2,2,3618000
46,1,1,0,1,2,1263000
226,10,7,1,0,2,3158000
67,2,5,0,1,2,1352000
41,1,2,0,1,2,1304000
165,7,5,1,1,3,3726000
247,11,12,1,1,1,2842000
205,9,1,1,0,1,2301000
204,9,4,0,0,3,3925000
252,12,4,0,1,1,2763000
171,8,8,1,0,2,2601000
49,1,4,1,0,2,1336000
128,5,6,0,1,3,3120000
226,10,10,0,1,3,4147000
44,1,7,1,1,1,781000
40,1,8,1,1,1,753000
119,5,1,1,0,2,2073000
201,9,3,1,0,2,2941000
191,9,7,0,2,2,2746000
100,4,12,1,1,3,3246000
100,4,10,0,0,2,1638000
71,3,8,0,1,1,983000
145,6,8,1,1,3,3551000
128,5,9,0,0,3,3009000
182,8,11,1,2,1,2333000
161,7,3,1,2,2,2628000
105,4,12,0,0,3,2844000
141,6,10,0,0,1,1429000
97,4,10,0,2,3,3029000
190,9,7,0,0,3,3855000
67,2,2,1,1,3,2777000
174,8,7,1,2,2,2867000
252,12,7,0,1,3,4516000
75,3,10,1,0,2,1651000
175,8,11,0,0,3,3601000
130,6,11,1,2,1,1871000
94,4,5,1,0,3,3005000
231,11,11,1,0,1,2557000
204,9,6,1,2,2,3038000
84,3,6,0,1,2,1499000
189,8,4,1,2,1,2303000
142,6,5,0,1,3,3288000
235,11,3,1,0,1,2655000
215,10,7,0,0,1,2147000
135,6,4,1,0,2,2263000
183,8,1,0,2,3,3928000
73,3,9,1,0,3,2785000
88,3,6,1,1,1,1204000
166,7,7,1,1,2,2649000
150,7,5,0,2,1,1809000
162,7,10,1,1,1,1939000
257,12,7,1,0,1,2849000
182,8,5,0,1,1,1912000
68,2,9,0,2,3,2683000
145,6,5,1,0,2,2260000
146,6,12,0,2,1,1674000
57,2,1,0,1,3,2702000
200,9,6,0,1,2,2647000
42,1,5,0,2,3,2456000
129,5,1,0,0,3,3172000
260,12,4,0,0,3,4508000
117,5,8,1,2,3,3502000
154,7,7,0,0,2,2193000
171,8,10,1,0,2,2632000
104,4,12,1,1,1,1437000
204,9,8,1,2,1,2476000
51,2,1,1,1,1,921000
99,4,11,0,2,3,2957000
219,10,7,0,2,2,3038000
222,10,2,1,2,3,4415000
131,6,1,1,0,3,3313000
251,12,8,0,0,2,3207000
92,4,4,0,1,2,1654000
155,7,10,0,2,3,3607000
233,11,1,1,1,3,4614000
66,2,6,1,2,2,1689000
50,2,2,0,2,1,886000
71,3,10,0,1,3,2669000
256,12,1,1,2,1,2934000
157,7,10,1,1,2,2549000
194,9,6,0,2,2,2947000
194,9,7,0,0,3,3797000
164,7,2,1,0,2,2513000
185,8,12,1,0,2,2634000
192,9,1,1,0,1,2201000
239,11,4,1,1,1,2732000
69,2,8,0,1,1,812000
120,5,6,0,0,1,1262000
66,2,10,0,1,3,2508000
221,10,11,1,2,3,4440000
189,8,8,1,2,2,2786000
220,10,7,1,1,1,2633000
107,4,1,1,2,2,2042000
64,2,10,1,1,3,2773000
190,9,9,0,0,2,2685000
99,4,3,0,2,2,2017000
93,4,7,0,1,1,1123000
187,8,12,1,2,1,2345000
191,9,7,1,1,3,4150000
141,6,10,1,0,2,2243000
227,10,12,0,2,3,4301000
90,4,2,1,0,1,1224000
134,6,6,1,2,2,2493000
71,3,7,1,0,2,1603000
139,6,3,0,0,3,3353000
69,2,10,0,1,3,2531000
219,10,11,0,0,2,2783000
201,9,8,1,2,3,4354000
143,6,3,1,1,3,3537000
135,6,6,0,2,3,3357000
119,5,7,0,2,1,1341000
92,4,2,0,0,1,1110000
44,1,8,1,0,3,2524000
148,6,9,1,2,2,2476000
148,6,3,1,0,3,3476000
232,11,1,0,1,1,2647000
168,7,5,1,2,1,2151000
260,12,3,1,2,2,3636000
167,7,9,1,2,3,3958000
258,12,3,0,2,2,3569000
217,10,5,0,0,1,2216000
62,2,3,1,2,1,987000
238,11,6,0,1,2,3125000
106,4,7,0,1,1,1239000
93,4,6,0,2,2,1891000
67,2,6,1,2,2,1731000
148,6,6,1,0,1,1659000
158,7,9,1,1,3,3781000
183,8,9,1,1,3,4003000
106,4,8,1,0,2,1850000
106,4,6,1,0,2,1902000
66,2,4,1,1,1,979000
121,5,8,1,0,2,2060000
189,8,12,0,1,1,2020000
96,4,4,1,2,1,1376000
234,11,3,0,1,1,2654000
258,12,7,0,1,1,2777000
165,7,4,0,2,2,2418000
191,9,10,1,2,1,2392000
188,8,1,0,1,3,3938000
146,6,3,0,2,2,2386000
108,4,12,0,1,1,1134000
115,5,3,1,0,1,1449000
48,1,3,0,2,2,1315000
149,6,2,1,2,3,3693000
137,6,8,1,0,2,2274000
83,3,8,1,1,1,1178000
66,2,6,0,2,1,817000
243,11,7,0,2,2,3213000
205,9,6,0,1,1,2202000
196,9,12,1,2,1,2371000
227,10,1,0,2,2,3209000
169,7,3,0,2,1,2058000
259,12,7,0,1,2,3265000
242,11,4,1,1,3,4560000
55,2,7,0,1,1,670000
256,12,7,1,2,1,3147000
193,9,9,0,1,1,2087000
230,11,3,0,0,2,3173000
239,11,7,1,1,2,3404000
234,11,9,1,1,2,3273000
62,2,8,1,0,2,1537000
69,2,6,0,1,2,1391000
162,7,12,1,2,2,2735000
250,12,9,0,2,1,2842000
206,9,8,1,0,3,4172000
218,10,2,0,0,3,4164000
103,4,3,0,2,3,3147000
115,5,3,0,2,1,1505000
144,6,8,0,1,3,3350000
124,5,1,1,1,1,1570000
234,11,11,0,2,1,2680000
158,7,2,0,2,3,3690000
246,11,7,1,2,1,2891000
86,3,9,0,0,2,1388000
211,10,3,0,1,3,4264000
240,11,10,0,1,3,4365000
252,12,5,0,1,2,3237000
224,10,8,1,1,1,2557000
150,7,11,1,0,3,3651000
75,3,9,1,1,2,1713000
249,11,3,0,1,3,4573000
70,3,4,0,0,2,1418000
118,5,10,1,0,3,3234000
128,5,5,1,1,2,2149000
201,9,3,0,0,2,2730000
204,9,11,0,0,1,2078000
164,7,6,0,0,3,3456000
122,5,2,0,0,3,3143000
238,11,5,0,1,1,2511000
168,7,6,1,1,1,2062000
207,9,9,1,0,1,2335000
98,4,11,0,0,3,2802000
82,3,10,1,0,3,2814000
125,5,10,1,0,2,2073000
141,6,3,1,1,2,2342000
51,2,11,0,0,3,2395000
145,6,9,0,1,1,1541000
73,3,11,1,1,2,1636000
230,11,8,0,0,3,4224000
155,7,11,0,0,1,1600000
259,12,3,1,1,2,3579000
92,4,1,1,0,1,1291000
136,6,10,0,1,1,1518000
98,4,11,1,1,2,1998000
229,10,2,0,2,1,2611000
216,10,6,0,1,2,2983000
208,9,2,1,1,1,2408000
189,8,11,1,0,3,3927000
164,7,12,0,1,2,2317000
220,10,9,0,1,1,2260000
162,7,1,0,1,3,3690000
187,8,3,0,2,2,2713000
90,4,6,0,1,2,1670000
83,3,1,0,1,1,1043000
184,8,2,0,1,2,2608000
54,2,7,1,0,3,2678000
253,12,7,1,1,3,4654000
83,3,5,0,1,3,2749000
245,11,11,1,1,3,4721000
75,3,2,0,0,1,980000
140,6,12,0,1,1,1573000
189,8,4,1,0,2,2664000
185,8,11,1,1,1,2234000
101,4,10,1,1,1,1378000
66,2,6,0,1,1,786000
186,8,12,1,1,2,2904000
198,9,1,0,0,3,3991000
197,9,3,1,1,2,2884000
120,5,1,1,2,3,3412000
91,4,5,0,2,2,1778000
211,10,8,0,1,3,4000000
143,6,10,0,1,1,1574000
67,2,11,1,1,2,1663000
236,11,11,1,0,3,4391000
78,3,9,1,0,3,2869000
106,4,2,1,0,3,3074000
224,10,11,1,1,3,4342000
135,6,2,0,1,2,2139000
53,2,5,1,0,1,866000
83,3,5,1,1,1,1132000
109,4,10,0,0,1,1069000
239,11,8,0,0,3,4229000
73,3,2,1,0,2,1548000
97,4,1,0,0,2,1717000
149,6,8,0,1,3,3418000
95,4,5,0,0,3,2750000
75,3,6,0,2,1,1151000
244,11,7,1,1,1,2770000
154,7,11,1,0,2,2569000
224,10,5,1,0,3,4325000
67,2,4,1,0,2,1460000
99,4,9,0,1,1,1110000
131,6,6,0,2,2,2275000
65,2,10,1,2,1,1106000
154,7,10,0,2,2,2431000
45,1,10,1,2,1,845000
57,2,9,0,1,1,655000
73,3,5,1,0,3,2895000
133,6,8,1,0,3,3459000
76,3,3,1,1,1,1103000
215,10,4,0,0,3,3986000
144,6,4,0,2,1,1535000
114,5,8,1,0,3,3231000
96,4,1,1,0,2,1901000
196,9,9,0,0,2,2611000
224,10,10,1,2,2,3328000
202,9,3,1,1,2,3047000
119,5,7,0,0,2,1858000
150,7,3,1,1,2,2539000
184,8,7,1,2,2,2853000
159,7,5,0,0,2,2126000
42,1,4,0,2,2,1157000
59,2,4,1,2,1,978000
247,11,12,0,1,3,4380000
182,8,9,0,1,1,1973000
138,6,7,0,1,2,2204000
211,10,9,1,0,3,4209000
98,4,10,1,0,1,1246000
69,2,11,0,0,3,2526000
228,10,8,1,0,1,2427000
185,8,1,0,1,3,3931000
71,3,5,0,2,3,2758000
97,4,10,1,2,1,1462000
176,8,4,0,2,3,3785000
50,2,7,1,2,1,1149000
204,9,6,1,0,2,2870000
174,8,2,1,0,1,2041000
229,10,11,1,0,3,4223000
150,7,10,1,0,2,2387000
203,9,10,0,1,1,2274000
128,5,12,1,1,3,3513000
101,4,10,0,2,1,1200000
147,6,4,1,1,3,3644000
227,10,8,0,1,1,2327000
220,10,7,0,0,1,2112000
227,10,8,0,1,3,4211000
111,5,3,0,1,3,3183000
249,11,11,0,2,1,2832000
187,8,2,0,0,2,2535000
214,10,11,0,1,2,2843000
182,8,8,0,2,2,2549000
178,8,11,1,0,2,2770000
84,3,10,1,1,3,3015000
169,7,11,0,0,3,3577000
197,9,12,1,1,3,4206000
59,2,12,1,1,2,1520000
193,9,11,1,0,2,2908000
93,4,2,1,1,2,1940000
144,6,3,1,1,2,2362000
150,7,9,0,1,2,2290000
199,9,10,0,2,2,2775000
221,10,11,0,2,3,4294000
114,5,7,0,0,3,2896000
106,4,5,1,0,2,1947000
126,5,3,0,0,1,1382000
192,9,6,1,1,1,2285000
205,9,5,0,0,3,3898000
98,4,10,1,1,1,1313000
52,2,8,0,1,1,697000
69,2,11,0,2,3,2736000
90,4,12,1,2,3,3133000
232,11,11,1,2,3,4628000
143,6,8,1,2,2,2543000
169,7,4,0,2,1,1852000
137,6,5,0,0,3,3144000
234,11,2,0,0,1,2490000
157,7,1,0,0,3,3602000
253,12,9,0,0,2,3197000
183,8,12,1,0,1,2086000
113,5,10,1,0,3,3302000
184,8,7,0,2,3,3783000
216,10,2,1,2,3,4461000
179,8,3,1,1,2,2793000
173,8,7,1,2,2,2737000
126,5,6,0,0,2,1856000
114,5,3,1,2,1,1627000
129,5,1,1,0,1,1434000
256,12,9,0,0,3,4312000
239,11,10,1,2,3,4658000
64,2,4,1,1,1,1064000
41,1,6,0,0,2,1059000
110,5,9,1,2,1,1707000
80,3,3,0,1,2,1628000
74,3,6,0,2,1,1008000
68,2,2,0,2,2,1494000
201,9,2,1,1,2,2980000
80,3,7,1,1,1,1103000
245,11,2,1,1,2,3334000
191,9,2,1,1,2,2872000
245,11,2,0,2,1,2666000
72,3,9,0,1,2,1504000
199,9,1,0,1,2,2739000
50,2,7,1,1,1,957000
223,10,1,1,0,2,2982000
222,10,9,0,0,2,2813000
155,7,11,1,1,3,3749000
81,3,4,0,2,3,2849000
85,3,2,1,2,2,1836000
150,7,7,1,2,2,2563000
88,3,5,1,0,2,1690000
100,4,3,0,0,2,1649000
211,10,5,1,2,3,4448000
125,5,3,0,2,1,1527000
226,10,9,1,2,1,2735000
72,3,10,0,1,2,1474000
127,5,4,1,2,3,3482000
71,3,10,1,2,3,3085000
250,12,9,1,1,1,3065000
253,12,11,1,2,1,2961000
256,12,8,0,1,1,2646000
96,4,4,1,2,2,2010000
195,9,10,1,0,1,2157000
112,5,6,1,2,2,2168000
127,5,2,0,2,1,1671000
235,11,5,0,2,1,2511000
234,11,10,0,0,3,4297000
65,2,7,0,2,3,2634000
216,10,11,0,1,2,2963000
225,10,12,1,0,3,4272000
49,1,12,1,2,1,944000
106,4,8,1,1,1,1380000
94,4,5,0,0,3,2791000
104,4,1,0,2,1,1385000
51,2,5,0,2,2,1433000
90,4,3,0,2,2,1958000
158,7,1,1,1,2,2557000
143,6,1,1,1,1,1726000
85,3,10,0,0,1,924000
227,10,7,1,2,1,2688000
221,10,6,1,1,1,2620000
101,4,5,1,0,2,1895000
240,11,12,1,2,3,4648000
106,4,5,0,2,3,3032000
211,10,4,0,2,2,2958000
170,8,4,1,1,1,2144000
131,6,1,1,1,2,2320000
93,4,8,0,1,3,2895000
230,11,10,0,1,2,3028000
98,4,12,0,0,1,1054000
120,5,5,1,0,2,2122000
209,9,3,0,0,1,2190000
225,10,10,1,0,1,2461000
181,8,1,1,0,3,3874000
229,10,11,0,2,1,2488000
238,11,11,0,1,1,2402000
140,6,5,1,2,2,2376000
45,1,8,0,0,3,2346000
154,7,7,0,0,3,3391000
125,5,1,1,0,1,1379000
147,6,1,0,0,2,2162000
98,4,1,0,1,1,1220000
100,4,5,0,1,1,1122000
145,6,12,1,2,1,1937000
200,9,2,0,2,1,2270000
242,11,4,0,0,2,2927000
43,1,3,1,0,2,1243000
147,6,7,1,1,1,1756000
248,11,8,1,0,3,4568000
72,3,7,0,2,1,965000
260,12,3,1,1,3,4814000
112,5,3,0,2,3,3336000
231,11,3,0,1,2,3157000
137,6,11,0,0,1,1399000
63,2,10,1,1,2,1544000
236,11,8,1,2,2,3484000
94,4,9,1,1,1,1359000
103,4,11,1,0,1,1320000
201,9,1,1,0,2,2894000
106,4,9,0,0,2,1633000
168,7,1,0,0,2,2363000
64,2,2,0,1,1,818000
133,6,2,1,0,2,2172000
237,11,11,1,0,3,4459000
91,4,5,1,1,1,1362000
56,2,9,1,0,2,1557000
217,10,4,1,1,3,4337000
95,4,7,1,0,1,1251000
86,3,6,0,2,1,934000
206,9,2,0,1,3,4014000
197,9,2,1,2,1,2380000
252,12,4,1,2,1,3023000
40,1,6,0,0,1,383000
193,9,3,0,2,2,2886000
232,11,5,0,2,2,3292000
212,10,4,1,0,1,2435000
248,11,2,0,2,1,2758000
199,9,7,1,0,2,2814000
247,11,1,1,2,1,2945000
164,7,5,0,0,3,3426000
102,4,3,0,1,1,1289000
112,5,1,1,0,3,3168000
58,2,8,1,2,2,1660000
107,4,11,1,0,1,1259000
66,2,11,0,1,1,721000
66,2,7,1,0,3,2692000
115,5,12,0,0,3,3042000
259,12,10,0,1,3,4573000
82,3,12,0,0,2,1452000
252,12,11,0,0,1,2539000
129,5,9,1,1,3,3496000
81,3,10,1,2,3,3015000
219,10,3,1,1,2,3122000
118,5,2,0,0,3,3077000
87,3,12,1,2,3,3058000
102,4,10,0,2,1,1195000
45,1,7,0,1,2,1244000
244,11,5,1,0,1,2682000
178,8,6,1,2,3,4043000
224,10,4,1,1,3,4313000
53,2,1,1,0,1,787000
98,4,12,0,0,2,1686000
60,2,4,1,0,1,795000
126,5,4,1,1,2,2181000
95,4,9,1,2,2,1995000
92,4,6,1,0,1,1240000
46,1,1,1,0,1,683000
178,8,4,0,2,1,1941000
153,7,3,1,1,3,3769000
66,2,5,1,1,3,2869000
201,9,12,0,1,2,2665000
254,12,6,0,1,2,3256000
224,10,4,1,0,3,4328000
111,5,1,1,1,2,2109000
80,3,8,0,1,3,2681000
203,9,4,1,1,2,3033000
152,7,12,0,2,2,2403000
215,10,12,1,2,1,2640000
145,6,11,1,2,1,1916000
252,12,5,1,0,3,4635000
213,10,5,1,2,3,4407000
151,7,1,0,0,1,1758000
167,7,4,1,1,2,2579000
233,11,2,0,2,2,3201000
187,8,8,1,1,3,3960000
235,11,7,0,2,2,3210000
165,7,12,0,1,1,1702000
121,5,5,1,2,3,3551000
55,2,9,0,1,1,688000
229,10,8,0,0,3,4129000
158,7,3,1,0,2,2466000
179,8,2,1,1,3,4032000
105,4,4,0,0,3,2933000
78,3,5,1,1,1,1136000
127,5,7,0,2,2,2108000
255,12,7,0,2,3,4638000
88,3,6,0,2,1,985000
231,11,4,1,2,3,4618000
162,7,3,0,2,3,3778000
252,12,7,1,2,2,3636000
158,7,8,0,2,1,1714000
257,12,10,1,2,3,4762000
204,9,10,1,2,1,2508000
139,6,11,1,2,1,1779000
224,10,7,1,1,3,4360000
221,10,5,1,2,3,4392000
65,2,7,0,2,1,806000
243,11,10,0,2,1,2699000
252,12,2,0,0,2,3279000
236,11,3,0,1,2,3146000
143,6,12,0,0,3,3250000
77,3,8,1,0,2,1641000
43,1,11,1,1,2,1438000
225,10,8,0,1,3,4098000
104,4,9,1,2,3,3250000
177,8,10,1,2,2,2852000
236,11,10,1,2,2,3405000
246,11,8,0,0,1,2495000
99,4,1,0,0,2,1687000
134,6,4,1,0,1,1726000
99,4,6,0,2,2,1837000
201,9,8,1,0,3,4021000
122,5,5,1,1,1,1508000
251,12,10,1,2,2,3729000
221,10,10,0,2,3,4245000
147,6,6,0,2,2,2305000
259,12,11,1,0,2,3493000
151,7,2,0,0,2,2337000
154,7,9,1,1,2,2520000
41,1,5,1,2,1,767000
220,10,10,1,2,3,4535000
136,6,9,0,0,2,1899000
47,1,2,0,2,3,2497000
130,6,7,0,0,3,3151000
80,3,9,0,1,3,2681000
252,12,2,0,1,2,3324000
203,9,12,1,2,1,2513000
155,7,7,1,0,3,3708000
104,4,7,0,1,1,1174000
62,2,5,1,0,2,1459000
260,12,4,1,0,1,2917000
199,9,8,1,1,2,3004000
225,10,8,1,1,2,3147000
135,6,4,0,0,3,3114000
218,10,11,0,0,3,3980000
243,11,9,0,1,1,2597000
133,6,6,0,2,3,3331000
216,10,8,1,1,1,2618000
164,7,10,0,0,2,2305000
243,11,1,0,0,3,4354000
71,3,11,0,0,1,788000
234,11,1,0,2,1,2622000
247,11,9,1,0,3,4461000
187,8,12,1,2,2,2952000
156,7,2,0,1,2,2392000
213,10,6,1,2,1,2554000
58,2,12,1,2,2,1606000
178,8,4,1,0,1,1986000
243,11,4,0,2,2,3288000
60,2,10,0,1,3,2581000
162,7,10,0,2,2,2405000
65,2,5,0,1,3,2620000
240,11,6,0,1,1,2556000
161,7,1,1,2,1,2037000
